invoice_and_item_number,date,store_number,store_name,address,city,county,zip_code,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,month_name,quarter,day_of_week,margin_per_bottle,margin_pct,price_per_liter
INV-027205509,2026-04-01,4020,Casey'S General Store #2212 / Cedar Rapids,9606 Main St,Council Bluffs,Pottawattamie,52749,1082200,American Schnapps,354,Sazerac Company Inc,27360,Jim Beam Bourbon,24,1750,25.77,38.66,5,193.3,8.75,2.31,2026,4,Apr,2,Wednesday,12.89,33.34,22.09
INV-025114735,2026-04-02,1046,Wilkie Liquors,3543 Main St,West Des Moines,Polk,52852,1031200,Canadian Whiskies,114,Sazerac Company Inc,64179,Black Velvet,6,1750,115.95,173.93,5,869.65,8.75,2.31,2026,4,Apr,2,Thursday,57.98,33.34,99.39
INV-060831560,2026-01-14,9501,Kwik Spirits #1191 / Fort Dodge,4606 Park Blvd,West Des Moines,Polk,52717,1011400,American Flavored Vodka,306,Hy-Vee Inc,93237,Jose Cuervo Especial Gold,12,375,41.38,62.07,7,434.49,2.62,0.69,2026,1,Jan,1,Wednesday,20.69,33.33,165.84
INV-016567733,2026-01-19,5130,Sam'S Club 8162 / Cedar Rapids,150 Park Blvd,Iowa City,Johnson,51899,1012200,Tennessee Whiskies,262,Southern Glazer'S Wine And Spirits Of Iowa,18048,Jack Daniels Tennessee Whiskey,12,1750,114.08,171.12,7,1197.84,12.25,3.24,2026,1,Jan,1,Monday,57.04,33.33,97.78
INV-028884147,2026-04-11,5643,Kwik Spirits #1191 / Fort Dodge,4676 Oak Ave,Mason City,Cerro Gordo,51746,1031200,Canadian Whiskies,887,Pernod Ricard Usa,11804,Patron Silver,12,750,16.36,24.54,5,122.7,3.75,0.99,2026,4,Apr,2,Saturday,8.18,33.33,32.72
INV-073999739,2026-03-02,7399,Kwik Spirits #1191 / Fort Dodge,4517 Oak Ave,Cedar Rapids,Linn,51968,1041100,Gin,325,Heaven Hill Brands,67426,Patron Silver,12,750,26.91,40.37,5,201.85,3.75,0.99,2026,3,Mar,1,Monday,13.46,33.34,53.83
INV-024740381,2026-04-26,5385,Wilkie Liquors,6175 Elm Rd,Des Moines,Polk,52826,1062300,Whiskey Liqueur,201,Brown Forman,45626,Hennessy Cognac,24,750,62.88,94.32,3,282.96,2.25,0.59,2026,4,Apr,2,Sunday,31.44,33.33,125.76
INV-042376774,2026-04-21,5633,Hy-Vee #3 Food & Drugstore / Davenport,4230 Oak Ave,Coralville,Johnson,52738,1041100,Gin,669,Beam Suntory,90425,Tito'S Handmade Vodka,24,375,115.01,172.52,2,345.04,0.75,0.2,2026,4,Apr,2,Tuesday,57.51,33.34,460.05
INV-084339493,2026-03-15,7876,Wall To Wall Wine And Spirits / West Des Moines,9405 Elm Rd,Cedar Falls,Black Hawk,50006,1041100,Gin,592,Brown Forman,35351,Woodford Reserve,6,375,115.18,172.77,6,1036.62,2.25,0.59,2026,3,Mar,1,Sunday,57.59,33.33,460.72
INV-099903903,2026-01-24,6847,Hy-Vee #3 Food & Drugstore / Davenport,1674 Park Blvd,Mason City,Cerro Gordo,51933,1041100,100% Agave Tequila,739,Beam Suntory,35725,Absolut Vodka,24,1000,26.74,40.11,7,280.77,7.0,1.85,2026,1,Jan,1,Saturday,13.37,33.33,40.11
INV-040544959,2026-04-24,8058,Central City 2,9314 Main St,Sioux City,Woodbury,52826,1011200,Imported Vodkas,178,Heaven Hill Brands,23525,Smirnoff Vodka,6,1750,65.53,98.3,8,786.4,14.0,3.7,2026,4,Apr,2,Friday,32.77,33.34,56.17
INV-019744739,2026-03-14,2681,Sam'S Club 6472 / Council Bluffs,9087 Park Blvd,West Des Moines,Polk,52943,1062300,Whiskey Liqueur,238,Sazerac Company Inc,38931,Captain Morgan Spiced Rum,12,1750,65.83,98.75,12,1185.0,21.0,5.55,2026,3,Mar,1,Saturday,32.92,33.34,56.43
INV-026143367,2026-04-05,5594,Sam'S Club 8162 / Cedar Rapids,9744 Park Blvd,West Des Moines,Polk,50857,1012200,Tennessee Whiskies,195,Diageo Americas,54671,Fireball Cinnamon Whiskey,6,1000,110.47,165.7,7,1159.9,7.0,1.85,2026,4,Apr,2,Sunday,55.23,33.33,165.7
INV-082621876,2026-04-29,3736,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,204 Park Blvd,Dubuque,Dubuque,50887,1011200,Imported Vodkas,914,Diageo Americas,63976,Absolut Vodka,6,750,58.96,88.44,5,442.2,3.75,0.99,2026,4,Apr,2,Wednesday,29.48,33.33,117.92
INV-056836458,2026-04-24,6847,Another Round / Dewitt,7511 Oak Ave,Cedar Rapids,Linn,50111,1011400,American Flavored Vodka,856,Pernod Ricard Usa,22780,Jameson Irish Whiskey,24,750,35.85,53.78,7,376.46,5.25,1.39,2026,4,Apr,2,Friday,17.93,33.34,71.71
INV-034077528,2026-03-22,4208,Marshall Beer Wine Spirits,3525 Oak Ave,Des Moines,Polk,50544,1075300,Brandy,402,Southern Glazer'S Wine And Spirits Of Iowa,70405,Crown Royal Canadian Whisky,6,750,89.42,134.13,12,1609.56,9.0,2.38,2026,3,Mar,1,Sunday,44.71,33.33,178.84
INV-067958238,2026-01-08,3521,Benz Distributing,1136 Oak Ave,West Des Moines,Polk,51941,1071000,Cocktails/Rtd,487,Sazerac Company Inc,10999,Jim Beam Bourbon,12,750,76.56,114.84,5,574.2,3.75,0.99,2026,1,Jan,1,Thursday,38.28,33.33,153.12
INV-019826486,2026-01-22,3518,Hiway 20 Liquor And Tobacco / Webster City,6900 Main St,Des Moines,Polk,51781,1031100,Blended Whiskies,334,Hy-Vee Inc,31782,Bacardi Superior Rum,6,375,92.55,138.82,4,555.28,1.5,0.4,2026,1,Jan,1,Thursday,46.27,33.33,370.19
INV-081517618,2026-02-04,4532,Hiway 20 Liquor And Tobacco / Webster City,7457 Park Blvd,Mason City,Cerro Gordo,50706,1041100,Gin,725,Pernod Ricard Usa,68336,Jameson Irish Whiskey,12,1000,21.84,32.76,10,327.6,10.0,2.64,2026,2,Feb,1,Wednesday,10.92,33.33,32.76
INV-072393578,2026-02-05,2491,I-80 Liquor / Council Bluffs,9625 Main St,Council Bluffs,Pottawattamie,52845,1011400,American Flavored Vodka,229,Sazerac Company Inc,17050,Captain Morgan Spiced Rum,12,1750,47.25,70.88,9,637.92,15.75,4.16,2026,2,Feb,1,Thursday,23.63,33.34,40.5
INV-028148672,2026-01-30,1865,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,8586 Oak Ave,Dewitt,Clinton,52208,1051200,Rum,996,Pernod Ricard Usa,40382,Johnnie Walker Black Label,24,1750,71.15,106.73,12,1280.76,21.0,5.55,2026,1,Jan,1,Friday,35.58,33.34,60.99
INV-055514836,2026-04-13,9602,Central City 2,8907 Main St,West Des Moines,Polk,51064,1062300,Whiskey Liqueur,367,Pernod Ricard Usa,53525,Evan Williams Bourbon,6,375,66.29,99.44,2,198.88,0.75,0.2,2026,4,Apr,2,Monday,33.15,33.34,265.17
INV-095395947,2026-03-12,2464,Wall To Wall Wine And Spirits / West Des Moines,8586 Oak Ave,Dewitt,Clinton,52560,1062300,Whiskey Liqueur,552,Sazerac Company Inc,19363,Bacardi Superior Rum,6,1750,19.78,29.67,4,118.68,7.0,1.85,2026,3,Mar,1,Thursday,9.89,33.33,16.95
INV-013667070,2026-02-24,1396,Costco Wholesale #788 / Wdm,597 Main St,Cedar Rapids,Linn,51321,1051200,Rum,268,Brown Forman,93498,Crown Royal Canadian Whisky,12,1000,6.99,10.48,1,10.48,1.0,0.26,2026,2,Feb,1,Tuesday,3.49,33.3,10.48
INV-094670720,2026-03-16,1423,I-80 Liquor / Council Bluffs,2553 Elm Rd,Cedar Rapids,Linn,51282,1012100,Straight Bourbon Whiskies,488,Brown Forman,98103,Jim Beam Bourbon,24,1750,78.94,118.41,1,118.41,1.75,0.46,2026,3,Mar,1,Monday,39.47,33.33,67.66
INV-090577383,2026-01-15,9847,Hy-Vee #3 Food & Drugstore / Davenport,7911 Elm Rd,Ames,Story,52012,1041100,Gin,634,Luxco Inc,20040,Absolut Vodka,6,750,67.08,100.62,3,301.86,2.25,0.59,2026,1,Jan,1,Thursday,33.54,33.33,134.16
INV-078067673,2026-01-20,8121,Hy-Vee #3 Food & Drugstore / Davenport,7756 Main St,Dewitt,Clinton,50181,1051100,Spiced Rum,713,Pernod Ricard Usa,16403,Evan Williams Bourbon,12,375,47.71,71.56,1,71.56,0.38,0.1,2026,1,Jan,1,Tuesday,23.85,33.33,188.32
INV-046920520,2026-01-01,9684,Wilkie Liquors,2556 Park Blvd,Cedar Falls,Black Hawk,51548,1071000,Imported Cordials & Liqueurs,676,Beam Suntory,26114,Smirnoff Vodka,6,1000,45.61,68.41,9,615.69,9.0,2.38,2026,1,Jan,1,Thursday,22.8,33.33,68.41
INV-051624456,2026-01-31,3789,Marshall Beer Wine Spirits,9550 Park Blvd,Davenport,Scott,52989,1082200,American Schnapps,142,Pernod Ricard Usa,82422,Jack Daniels Tennessee Whiskey,12,1000,80.54,120.81,6,724.86,6.0,1.59,2026,1,Jan,1,Saturday,40.27,33.33,120.81
INV-084928707,2026-04-02,8537,Casey'S General Store #2212 / Cedar Rapids,5917 Main St,Ames,Story,52558,1031200,Canadian Whiskies,897,Sazerac Company Inc,93393,Bacardi Superior Rum,6,750,51.29,76.94,10,769.4,7.5,1.98,2026,4,Apr,2,Thursday,25.65,33.34,102.59
INV-043932270,2026-04-20,9660,Benz Distributing,2135 Main St,Davenport,Scott,51072,1041100,Gin,740,Diageo Americas,43903,Fireball Cinnamon Whiskey,6,1000,111.63,167.44,7,1172.08,7.0,1.85,2026,4,Apr,2,Monday,55.81,33.33,167.44
INV-080910084,2026-04-20,2051,Casey'S General Store #2212 / Cedar Rapids,6648 Elm Rd,Waterloo,Black Hawk,50993,1051100,Spiced Rum,258,Brown Forman,98211,Jack Daniels Tennessee Whiskey,12,750,87.17,130.75,4,523.0,3.0,0.79,2026,4,Apr,2,Monday,43.58,33.33,174.33
INV-099520401,2026-01-09,6038,Sam'S Club 6344 / Windsor Heights,6778 Elm Rd,Mason City,Cerro Gordo,50650,1062300,Whiskey Liqueur,121,E & J Gallo Winery,41813,Patron Silver,24,750,70.07,105.1,11,1156.1,8.25,2.18,2026,1,Jan,1,Friday,35.03,33.33,140.13
INV-021028439,2026-04-23,8568,Benz Distributing,768 Park Blvd,Coralville,Johnson,51195,1082200,American Schnapps,746,Heaven Hill Brands,61102,Woodford Reserve,6,1750,15.63,23.45,5,117.25,8.75,2.31,2026,4,Apr,2,Thursday,7.82,33.35,13.4
INV-059532732,2026-01-21,6569,Sam'S Club 8162 / Cedar Rapids,9004 Oak Ave,Coralville,Johnson,51204,1031100,Blended Whiskies,296,Luxco Inc,13049,Fireball Cinnamon Whiskey,12,750,95.38,143.07,12,1716.84,9.0,2.38,2026,1,Jan,1,Wednesday,47.69,33.33,190.76
INV-077808988,2026-03-27,1368,Sam'S Club 6344 / Windsor Heights,3800 Main St,Ankeny,Polk,51509,1012100,Straight Bourbon Whiskies,347,Luxco Inc,82887,Bacardi Superior Rum,12,1000,63.26,94.89,9,854.01,9.0,2.38,2026,3,Mar,1,Friday,31.63,33.33,94.89
INV-018258427,2026-03-31,6569,Wall To Wall Wine And Spirits / West Des Moines,715 Elm Rd,Waterloo,Black Hawk,52814,1041100,Gin,754,Luxco Inc,17539,Malibu Coconut Rum,12,750,74.58,111.87,12,1342.44,9.0,2.38,2026,3,Mar,1,Tuesday,37.29,33.33,149.16
INV-088802121,2026-04-20,6162,I-80 Liquor / Council Bluffs,2101 Park Blvd,West Des Moines,Polk,52984,1041200,Mixto Tequila,327,Southern Glazer'S Wine And Spirits Of Iowa,28535,Captain Morgan Spiced Rum,6,1000,100.02,150.03,5,750.15,5.0,1.32,2026,4,Apr,2,Monday,50.01,33.33,150.03
INV-083065167,2026-04-14,1791,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,3354 Oak Ave,Cedar Rapids,Linn,52431,1041100,100% Agave Tequila,193,E & J Gallo Winery,92689,Grey Goose Vodka,24,1750,105.86,158.79,2,317.58,3.5,0.92,2026,4,Apr,2,Tuesday,52.93,33.33,90.74
INV-014665068,2026-03-28,2258,I-80 Liquor / Council Bluffs,1474 Park Blvd,Ankeny,Polk,51342,1012200,Tennessee Whiskies,498,Hy-Vee Inc,22492,Hennessy Cognac,6,1000,8.07,12.11,7,84.77,7.0,1.85,2026,3,Mar,1,Saturday,4.04,33.36,12.11
INV-013566065,2026-03-01,1481,Sam'S Club 6472 / Council Bluffs,9702 Main St,Dewitt,Clinton,51371,1041100,Gin,897,Pernod Ricard Usa,64397,Woodford Reserve,6,375,109.69,164.53,4,658.12,1.5,0.4,2026,3,Mar,1,Sunday,54.84,33.33,438.75
INV-076753409,2026-01-15,5323,Maverik #5266 / Des Moines,4747 Main St,Davenport,Scott,52969,1051200,Rum,525,Sazerac Company Inc,10402,Jack Daniels Tennessee Whiskey,12,1750,58.52,87.78,12,1053.36,21.0,5.55,2026,1,Jan,1,Thursday,29.26,33.33,50.16
INV-019517739,2026-04-23,3018,Sam'S Club 8162 / Cedar Rapids,8717 Elm Rd,Iowa City,Johnson,50446,1012200,Tennessee Whiskies,652,E & J Gallo Winery,48304,Smirnoff Vodka,6,750,12.38,18.57,10,185.7,7.5,1.98,2026,4,Apr,2,Thursday,6.19,33.33,24.76
INV-036132987,2026-01-29,3795,Maverik #5266 / Des Moines,2683 Oak Ave,Iowa City,Johnson,52485,1011200,Imported Vodkas,716,Brown Forman,76303,Malibu Coconut Rum,24,375,19.73,29.59,7,207.13,2.62,0.69,2026,1,Jan,1,Thursday,9.86,33.32,79.06
INV-014896647,2026-01-19,5816,Kwik Spirits #1191 / Fort Dodge,2230 Park Blvd,West Des Moines,Polk,50176,1012100,Straight Bourbon Whiskies,949,Luxco Inc,58081,Malibu Coconut Rum,12,1000,12.44,18.66,5,93.3,5.0,1.32,2026,1,Jan,1,Monday,6.22,33.33,18.66
INV-016222119,2026-03-22,9508,Costco Wholesale #788 / Wdm,1672 Main St,Coralville,Johnson,50528,1011100,American Vodkas,536,Southern Glazer'S Wine And Spirits Of Iowa,12355,Johnnie Walker Black Label,12,1750,54.22,81.33,12,975.96,21.0,5.55,2026,3,Mar,1,Sunday,27.11,33.33,46.47
INV-021862128,2026-01-06,1446,Central City 2,6428 Oak Ave,Dewitt,Clinton,52806,1012200,Tennessee Whiskies,566,Pernod Ricard Usa,19526,Captain Morgan Spiced Rum,12,1000,49.85,74.78,10,747.8,10.0,2.64,2026,1,Jan,1,Tuesday,24.93,33.34,74.78
INV-078326999,2026-02-11,4004,Wall To Wall Wine And Spirits / West Des Moines,7247 Main St,Cedar Rapids,Linn,51989,1012200,Tennessee Whiskies,741,Southern Glazer'S Wine And Spirits Of Iowa,73605,Absolut Vodka,12,1000,9.56,14.34,7,100.38,7.0,1.85,2026,2,Feb,1,Wednesday,4.78,33.33,14.34
INV-025546247,2026-02-24,4966,Benz Distributing,5080 Main St,Ames,Story,52162,1051200,Rum,558,E & J Gallo Winery,35437,Captain Morgan Spiced Rum,12,1000,90.84,136.26,1,136.26,1.0,0.26,2026,2,Feb,1,Tuesday,45.42,33.33,136.26
INV-096588631,2026-02-13,7132,Casey'S General Store #2212 / Cedar Rapids,2133 Main St,West Des Moines,Polk,50420,1041200,Mixto Tequila,783,Pernod Ricard Usa,58570,Woodford Reserve,12,750,8.87,13.3,4,53.2,3.0,0.79,2026,2,Feb,1,Friday,4.43,33.31,17.73
INV-012117054,2026-02-27,8423,Central City 2,4281 Oak Ave,Dubuque,Dubuque,51651,1011100,American Vodkas,874,Pernod Ricard Usa,88361,Smirnoff Vodka,12,375,36.79,55.19,3,165.57,1.12,0.3,2026,2,Feb,1,Friday,18.4,33.34,147.83
INV-096134135,2026-04-01,8474,Sam'S Club 6472 / Council Bluffs,1568 Elm Rd,Dubuque,Dubuque,50595,1075300,Brandy,648,E & J Gallo Winery,57996,Jameson Irish Whiskey,24,1750,38.03,57.05,9,513.45,15.75,4.16,2026,4,Apr,2,Wednesday,19.02,33.34,32.6
INV-051552908,2026-03-16,4185,Wilkie Liquors,2969 Oak Ave,Ames,Story,50444,1032100,Irish Whiskies,289,Hy-Vee Inc,39232,Malibu Coconut Rum,12,375,5.98,8.97,9,80.73,3.38,0.89,2026,3,Mar,1,Monday,2.99,33.33,23.88
INV-084881217,2026-02-07,8749,Sam'S Club 6472 / Council Bluffs,2639 Park Blvd,Coralville,Johnson,52623,1062300,Whiskey Liqueur,220,Beam Suntory,69923,Jameson Irish Whiskey,12,375,75.99,113.98,1,113.98,0.38,0.1,2026,2,Feb,1,Saturday,37.99,33.33,299.95
INV-040616453,2026-04-08,9519,Hy-Vee #3 / Bdi / Des Moines,3710 Elm Rd,Cedar Falls,Black Hawk,52745,1082200,American Schnapps,778,Brown Forman,88957,Crown Royal Canadian Whisky,12,750,68.93,103.4,12,1240.8,9.0,2.38,2026,4,Apr,2,Wednesday,34.47,33.34,137.87
INV-064689989,2026-04-27,2930,Wilkie Liquors,2434 Park Blvd,Ames,Story,51399,1031100,Blended Whiskies,130,Pernod Ricard Usa,81991,Jose Cuervo Especial Gold,12,375,99.96,149.94,6,899.64,2.25,0.59,2026,4,Apr,2,Monday,49.98,33.33,399.84
INV-061329407,2026-04-13,7198,Sam'S Club 8162 / Cedar Rapids,5747 Park Blvd,Iowa City,Johnson,52582,1062300,Whiskey Liqueur,174,Pernod Ricard Usa,38394,Jose Cuervo Especial Gold,24,1750,34.49,51.73,9,465.57,15.75,4.16,2026,4,Apr,2,Monday,17.24,33.33,29.56
INV-026131083,2026-01-02,5127,Sam'S Club 6472 / Council Bluffs,3246 Elm Rd,Ankeny,Polk,51633,1051200,Rum,654,Diageo Americas,29523,Jose Cuervo Especial Gold,24,750,40.05,60.07,6,360.42,4.5,1.19,2026,1,Jan,1,Friday,20.02,33.33,80.09
INV-074212086,2026-01-31,4665,Hy-Vee #3 Food & Drugstore / Davenport,116 Main St,Coralville,Johnson,52735,1075300,Brandy,972,Pernod Ricard Usa,77357,Absolut Vodka,6,375,100.49,150.73,3,452.19,1.12,0.3,2026,1,Jan,1,Saturday,50.24,33.33,403.74
INV-020900372,2026-02-25,4167,Sam'S Club 6344 / Windsor Heights,5586 Main St,Cedar Falls,Black Hawk,50197,1032100,Irish Whiskies,167,Diageo Americas,59177,Fireball Cinnamon Whiskey,12,375,62.2,93.3,2,186.6,0.75,0.2,2026,2,Feb,1,Wednesday,31.1,33.33,248.8
INV-064732787,2026-03-09,3903,Marshall Beer Wine Spirits,8649 Oak Ave,Dubuque,Dubuque,52386,1031200,Canadian Whiskies,553,Diageo Americas,94157,Patron Silver,24,375,40.94,61.41,8,491.28,3.0,0.79,2026,3,Mar,1,Monday,20.47,33.33,163.76
INV-069417509,2026-02-22,5612,Sam'S Club 8162 / Cedar Rapids,6501 Oak Ave,Des Moines,Polk,50239,1062300,Whiskey Liqueur,831,Southern Glazer'S Wine And Spirits Of Iowa,68854,Absolut Vodka,6,1000,107.85,161.77,8,1294.16,8.0,2.11,2026,2,Feb,1,Sunday,53.92,33.33,161.77
INV-076047752,2026-04-24,8768,Sam'S Club 6344 / Windsor Heights,6399 Main St,Mason City,Cerro Gordo,50660,1062300,Whiskey Liqueur,678,Beam Suntory,88878,Jose Cuervo Especial Gold,12,750,5.77,8.65,2,17.3,1.5,0.4,2026,4,Apr,2,Friday,2.88,33.29,11.53
INV-037201429,2026-01-09,8436,Sam'S Club 6344 / Windsor Heights,3902 Main St,Des Moines,Polk,50544,1071000,Imported Cordials & Liqueurs,421,Pernod Ricard Usa,56907,Maker'S Mark Bourbon,6,1000,116.54,174.81,4,699.24,4.0,1.06,2026,1,Jan,1,Friday,58.27,33.33,174.81
INV-011428262,2026-04-02,4357,Sam'S Club 8162 / Cedar Rapids,2791 Main St,West Des Moines,Polk,50322,1051100,Spiced Rum,717,Beam Suntory,31414,Jim Beam Bourbon,24,1750,111.51,167.27,8,1338.16,14.0,3.7,2026,4,Apr,2,Thursday,55.76,33.34,95.58
INV-086965229,2026-01-01,6651,Wilkie Liquors,6260 Main St,Cedar Rapids,Linn,50780,1032100,Irish Whiskies,323,Beam Suntory,68653,Jack Daniels Tennessee Whiskey,6,1000,57.99,86.98,9,782.82,9.0,2.38,2026,1,Jan,1,Thursday,28.99,33.33,86.98
INV-053355368,2026-01-10,1782,Hy-Vee #3 Food & Drugstore / Davenport,2407 Park Blvd,Council Bluffs,Pottawattamie,51205,1051200,Rum,622,Luxco Inc,15636,Jameson Irish Whiskey,24,375,115.48,173.22,10,1732.2,3.75,0.99,2026,1,Jan,1,Saturday,57.74,33.33,461.92
INV-023638593,2026-04-15,7526,Marshall Beer Wine Spirits,7807 Main St,Iowa City,Johnson,50581,1041100,100% Agave Tequila,574,Luxco Inc,75491,Fireball Cinnamon Whiskey,12,750,27.37,41.05,5,205.25,3.75,0.99,2026,4,Apr,2,Wednesday,13.68,33.33,54.73
INV-089053312,2026-03-27,9785,Wall To Wall Wine And Spirits / West Des Moines,3088 Main St,Davenport,Scott,52574,1041100,Gin,298,Diageo Americas,44222,Tito'S Handmade Vodka,24,750,14.25,21.38,8,171.04,6.0,1.59,2026,3,Mar,1,Friday,7.13,33.35,28.51
INV-082391660,2026-03-08,4981,Hiway 20 Liquor And Tobacco / Webster City,1983 Oak Ave,Davenport,Scott,52227,1082200,American Schnapps,797,Heaven Hill Brands,51738,Johnnie Walker Black Label,6,1750,91.79,137.69,4,550.76,7.0,1.85,2026,3,Mar,1,Sunday,45.9,33.34,78.68
INV-083094754,2026-02-22,8023,Wilkie Liquors,6699 Main St,Sioux City,Woodbury,51858,1011100,American Vodkas,589,E & J Gallo Winery,18007,Grey Goose Vodka,12,375,95.02,142.53,10,1425.3,3.75,0.99,2026,2,Feb,1,Sunday,47.51,33.33,380.08
INV-082560875,2026-02-21,3353,Sam'S Club 6344 / Windsor Heights,1482 Oak Ave,West Des Moines,Polk,50740,1033100,Single Malt Scotch,329,Pernod Ricard Usa,92467,Jose Cuervo Especial Gold,12,375,92.57,138.85,7,971.95,2.62,0.69,2026,2,Feb,1,Saturday,46.28,33.33,370.97
INV-070033217,2026-02-14,2718,Wall To Wall Wine And Spirits / West Des Moines,4440 Park Blvd,Ames,Story,52333,1011400,American Flavored Vodka,253,Diageo Americas,19550,Hennessy Cognac,6,1000,94.05,141.07,9,1269.63,9.0,2.38,2026,2,Feb,1,Saturday,47.02,33.33,141.07
INV-084829928,2026-03-08,9753,Benz Distributing,4499 Oak Ave,Cedar Rapids,Linn,51762,1051100,Spiced Rum,738,Heaven Hill Brands,89817,Jameson Irish Whiskey,12,1750,91.45,137.18,1,137.18,1.75,0.46,2026,3,Mar,1,Sunday,45.73,33.34,78.39
INV-091224076,2026-03-11,4765,Hiway 20 Liquor And Tobacco / Webster City,8984 Park Blvd,Coralville,Johnson,52946,1041200,Mixto Tequila,712,Sazerac Company Inc,42869,Crown Royal Canadian Whisky,6,750,102.63,153.94,1,153.94,0.75,0.2,2026,3,Mar,1,Wednesday,51.31,33.33,205.25
INV-094492211,2026-03-06,2081,Benz Distributing,1476 Elm Rd,Ames,Story,51421,1041200,Mixto Tequila,562,Luxco Inc,92059,Evan Williams Bourbon,24,1000,74.53,111.8,9,1006.2,9.0,2.38,2026,3,Mar,1,Friday,37.27,33.34,111.8
INV-063908997,2026-03-11,8333,Central City 2,6497 Park Blvd,Ankeny,Polk,50803,1041100,Gin,652,Brown Forman,96078,Black Velvet,6,1000,30.91,46.37,9,417.33,9.0,2.38,2026,3,Mar,1,Wednesday,15.46,33.34,46.37
INV-099079258,2026-01-24,8559,Kwik Spirits #1191 / Fort Dodge,8208 Park Blvd,Cedar Falls,Black Hawk,51575,1011100,American Vodkas,654,Luxco Inc,29649,Hennessy Cognac,24,375,10.9,16.35,11,179.85,4.12,1.09,2026,1,Jan,1,Saturday,5.45,33.33,43.65
INV-036327288,2026-04-20,9092,Sam'S Club 6472 / Council Bluffs,725 Elm Rd,Cedar Falls,Black Hawk,52792,1075300,Brandy,636,Pernod Ricard Usa,10085,Johnnie Walker Black Label,6,750,40.79,61.19,10,611.9,7.5,1.98,2026,4,Apr,2,Monday,20.4,33.34,81.59
INV-062365641,2026-02-21,7241,Wilkie Liquors,5537 Park Blvd,Ames,Story,52332,1051100,Spiced Rum,139,Heaven Hill Brands,14015,Fireball Cinnamon Whiskey,6,1000,80.81,121.22,6,727.32,6.0,1.59,2026,2,Feb,1,Saturday,40.41,33.34,121.22
INV-080274372,2026-03-28,7441,Marshall Beer Wine Spirits,7647 Park Blvd,Davenport,Scott,50804,1041100,100% Agave Tequila,243,Pernod Ricard Usa,56271,Crown Royal Canadian Whisky,12,1000,34.76,52.14,3,156.42,3.0,0.79,2026,3,Mar,1,Saturday,17.38,33.33,52.14
INV-036114449,2026-04-16,9948,Wilkie Liquors,9481 Main St,Davenport,Scott,51394,1041200,Mixto Tequila,514,Hy-Vee Inc,31551,Maker'S Mark Bourbon,12,1000,100.23,150.34,4,601.36,4.0,1.06,2026,4,Apr,2,Thursday,50.11,33.33,150.34
INV-033877142,2026-02-03,6625,Costco Wholesale #788 / Wdm,6474 Oak Ave,Ames,Story,52358,1012100,Straight Bourbon Whiskies,275,Hy-Vee Inc,62907,Maker'S Mark Bourbon,24,1000,118.76,178.14,8,1425.12,8.0,2.11,2026,2,Feb,1,Tuesday,59.38,33.33,178.14
INV-024255348,2026-03-17,7409,Wilkie Liquors,6149 Elm Rd,Dewitt,Clinton,50106,1011200,Imported Vodkas,761,Heaven Hill Brands,74177,Woodford Reserve,6,1000,29.54,44.31,9,398.79,9.0,2.38,2026,3,Mar,1,Tuesday,14.77,33.33,44.31
INV-045125720,2026-03-08,4673,Hiway 20 Liquor And Tobacco / Webster City,224 Oak Ave,Iowa City,Johnson,51256,1071000,Imported Cordials & Liqueurs,743,Heaven Hill Brands,91681,Tito'S Handmade Vodka,12,1000,93.55,140.32,5,701.6,5.0,1.32,2026,3,Mar,1,Sunday,46.77,33.33,140.32
INV-054777065,2026-01-16,4866,Another Round / Dewitt,4509 Main St,Dewitt,Clinton,50353,1041100,Gin,958,Diageo Americas,57739,Johnnie Walker Black Label,6,1750,8.96,13.44,9,120.96,15.75,4.16,2026,1,Jan,1,Friday,4.48,33.33,7.68
INV-037151869,2026-01-27,2756,Another Round / Dewitt,3648 Oak Ave,Council Bluffs,Pottawattamie,51500,1032100,Irish Whiskies,734,Heaven Hill Brands,38110,Patron Silver,6,1750,41.57,62.36,6,374.16,10.5,2.77,2026,1,Jan,1,Tuesday,20.79,33.34,35.63
INV-012155101,2026-04-15,5354,Maverik #5266 / Des Moines,2552 Main St,Ankeny,Polk,51162,1082200,American Schnapps,888,Diageo Americas,21421,Jack Daniels Tennessee Whiskey,12,1750,102.71,154.06,1,154.06,1.75,0.46,2026,4,Apr,2,Wednesday,51.35,33.33,88.03
INV-085361321,2026-01-05,1985,Kwik Spirits #1191 / Fort Dodge,2256 Park Blvd,Davenport,Scott,50028,1031100,Blended Whiskies,378,Beam Suntory,57315,Evan Williams Bourbon,24,375,72.44,108.66,8,869.28,3.0,0.79,2026,1,Jan,1,Monday,36.22,33.33,289.76
INV-054411736,2026-01-17,8014,Maverik #5266 / Des Moines,6917 Main St,Dewitt,Clinton,51329,1011200,Imported Vodkas,984,Pernod Ricard Usa,86489,Maker'S Mark Bourbon,12,1000,22.46,33.69,3,101.07,3.0,0.79,2026,1,Jan,1,Saturday,11.23,33.33,33.69
